Gender,Age,BusinessTravel,Department,DistanceFromHome (KM),State,Ethnicity,Education,EducationField,JobRole,MaritalStatus,Salary,StockOptionLevel,OverTime,HireDate,Attrition,YearsAtCompany,YearsInMostRecentRole,YearsSinceLastPromotion,YearsWithCurrManager,FullName
Male,25,Some Travel,Technology,Far,California,White,Some College,Computer Science,Data Scientist,Married,27673,2,Yes,5/5/2017,Yes,3,2,3,1,Garth Gove
Male,35,Some Travel,Sales,Very Far,California,White,High School,Marketing,Sales Executive,Divorced,200802,3,No,9/26/2021,No,1,0,1,0,Algernon Crudginton
Female,21,Some Travel,Sales,Close,New York,White,Some College,Economics,Sales Executive,Divorced,60769,1,No,9/27/2021,No,1,1,1,1,Ros Dines
Male,32,Some Travel,Technology,Very Far,New York,White,Some College,Business Studies,Analytics Manager,Married,253019,0,No,9/28/2021,No,1,0,0,0,Obadiah Van Schafflaer
Female,22,No Travel ,Sales,Close,California,White,Bachelor's,Marketing ,Sales Executive,Married,46546,1,No,9/29/2021,No,1,0,1,1,Fifi Stabler
Female,21,No Travel ,Sales,Far,California,White,Bachelor's,Marketing ,Sales Executive,Married,76482,1,No,9/30/2021,No,1,1,1,0,Venita Rottery
Male,22,Frequent Traveller,Sales,Close,California,White,Some College,Economics,Sales Representative,Married,34432,2,No,9/30/2021,No,1,0,0,1,Duane Colhoun
Male,21,Some Travel,Sales,Very Far,New York,White,Some College,Marketing ,Sales Executive,Single,47553,0,No,10/1/2021,No,1,1,1,0,Arni Maciunas
Male,43,Some Travel,Technology,Far,New York,White,Some College,Business Studies,Machine Learning Engineer,Married,254834,0,No,10/5/2021,No,1,1,1,1,Robbert Molson
Non-Binary,19,Some Travel,Sales,Far,California,White,Bachelor's,Marketing ,Sales Executive,Single,46813,0,No,10/9/2021,No,1,0,0,1,Clementia Beswick
Male,49,No Travel ,Human Resources,Far,New York,White,Bachelor's,Human Resources,HR Manager,Married,509261,1,No,10/12/2021,No,1,1,1,0,Stavro Aird
Female,50,Frequent Traveller,Sales,Far,New York,White,Bachelor's,Economics,Sales Executive,Married,214707,1,No,10/16/2021,No,1,1,1,1,Roby Wintringham
Male,20,Some Travel,Sales,Close,California,White,Some College,Marketing ,Sales Representative,Divorced,27060,1,Yes,1/4/2022,Yes,0,0,0,0,Pryce Bode
Female,49,Some Travel,Sales,Very Far,Illinois,White,Bachelor's,Marketing ,Manager,Single,413946,0,No,10/19/2021,No,1,1,1,1,Sherill Covotti
Male,21,Some Travel,Technology,Very Far,Illinois,White,Bachelor's,Information Systems,Software Engineer,Single,65642,0,No,10/22/2021,No,1,1,1,0,Moore Ingleson
Male,20,Some Travel,Technology,Close,California,White,Some College,Information Systems,Software Engineer,Married,35355,2,Yes,10/29/2021,No,1,0,1,1,Duke Mungham
Non-Binary,21,Some Travel,Human Resources,Very Far,New York,White,High School,Economics,HR Executive,Divorced,70809,1,Yes,11/7/2021,No,1,0,0,1,Marcos Bowcher
Male,37,Some Travel,Technology,Close,California,White,Bachelor's,Information Systems,Senior Software Engineer,Single,211375,1,No,11/9/2021,No,1,1,1,0,Ragnar Grandisson
Female,21,Some Travel,Sales,Very Far,California,White,High School,Economics,Sales Executive,Divorced,38066,2,No,11/13/2021,No,1,0,0,0,Karoline Obray
Female,30,Some Travel,Technology,Close,Illinois,White,High School,Computer Science,Senior Software Engineer,Married,264407,1,No,11/14/2021,No,1,1,1,0,Carolan Pigny
Male,20,No Travel ,Technology,Close,Illinois,White,Some College,Computer Science,Data Scientist,Married,26702,2,No,11/14/2021,No,1,1,1,0,Temp Weyland
Male,19,Frequent Traveller,Sales,Close,California,White,High School,Economics,Sales Executive,Single,65960,3,No,11/16/2021,No,1,0,1,0,Denys Ponten
Female,42,Some Travel,Technology,Very Far,Illinois,White,Bachelor's,Computer Science,Analytics Manager,Married,392379,1,No,11/17/2021,No,1,1,1,1,Paloma Thornton
Female,28,Some Travel,Technology,Very Far,California,White,Bachelor's,Information Systems,Software Engineer,Married,89527,1,Yes,11/21/2021,No,1,1,1,1,Kalila Bengochea
Female,22,Some Travel,Technology,Far,New York,White,High School,Information Systems,Software Engineer,Married,60515,2,No,11/21/2021,No,1,1,1,1,Shalna Ibotson
Female,31,Some Travel,Sales,Close,California,White,Master's,Marketing,Sales Executive,Married,183057,2,No,11/23/2021,No,1,1,1,1,Stesha McCay
Male,21,Some Travel,Technology,Very Far,New York,White,Bachelor's,Computer Science,Machine Learning Engineer,Single,50502,0,Yes,11/23/2021,No,1,1,1,0,Keefe Teacy
Female,38,Some Travel,Technology,Far,Illinois,White,Bachelor's,Other,Engineering Manager,Married,301332,2,No,11/25/2021,No,1,1,1,1,Janifer Ancliffe
Female,21,Some Travel,Technology,Close,California,White,Some College,Information Systems,Software Engineer,Divorced,65743,2,Yes,11/27/2021,No,1,0,1,0,Hatty Noades
Male,22,Frequent Traveller,Technology,Very Far,California,White,High School,Computer Science,Software Engineer,Single,26782,0,Yes,11/8/2019,Yes,3,0,2,0,Lonnie Braxton
Female,19,No Travel ,Sales,Very Far,Illinois,White,Bachelor's,Technical Degree,Sales Executive,Single,51673,2,No,11/30/2021,No,1,0,1,0,Lani Raddenbury
Male,25,Frequent Traveller,Technology,Very Far,New York,White,Bachelor's,Computer Science,Software Engineer,Single,26545,1,Yes,6/21/2022,Yes,0,0,0,0,Durward Buzek
Male,22,No Travel ,Technology,Close,California,White,High School,Information Systems,Machine Learning Engineer,Single,68302,0,Yes,12/8/2021,No,1,1,1,0,Basilius MacAlpin
Male,23,Frequent Traveller,Sales,Very Far,New York,White,Below High School,Marketing ,Sales Representative,Single,26508,0,Yes,5/1/2020,Yes,1,0,0,0,Addy Shambrook
Male,19,Some Travel,Technology,Very Close,Illinois,White,High School,Information Systems,Data Scientist,Single,52260,1,No,12/9/2021,No,1,1,1,0,Mathew O'Dougherty
Female,50,Some Travel,Sales,Very Far,New York,White,High School,Marketing,Manager,Married,291477,0,No,12/10/2021,No,1,0,0,1,Grata Yannoni
Male,22,Some Travel,Technology,Close,California,White,Bachelor's,Information Systems,Software Engineer,Single,22382,0,No,12/12/2021,No,1,0,1,1,Julius Smorfit
Non-Binary,22,No Travel ,Technology,Close,California,White,Some College,Information Systems,Software Engineer,Married,27782,3,No,12/13/2021,No,1,1,1,1,Isacco Origan
Female,19,No Travel ,Technology,Close,California,White,High School,Computer Science,Software Engineer,Single,54502,1,No,12/22/2021,No,1,0,1,1,Wanids Riggert
Female,41,Frequent Traveller,Sales,Very Close,California,White,Bachelor's,Economics,Sales Executive,Divorced,175032,2,No,12/22/2021,No,1,0,0,0,Wynny Pechell
Female,21,Frequent Traveller,Technology,Far,California,White,High School,Information Systems,Senior Software Engineer,Married,49516,1,No,12/25/2021,No,1,1,1,0,Nancie Storck
Male,20,Some Travel,Technology,Very Far,California,White,Some College,Information Systems,Software Engineer,Single,28506,0,No,12/26/2021,No,1,0,1,1,Amery Theunissen
Female,19,Some Travel,Technology,Close,Illinois,White,Bachelor's,Computer Science,Senior Software Engineer,Single,51802,0,Yes,12/27/2021,No,1,1,1,0,Ulrica Butterworth
Female,26,Some Travel,Technology,Very Far,New York,Mixed or multiple ethnic groups,Some College,Computer Science,Software Engineer,Single,26296,0,Yes,8/1/2014,Yes,5,2,2,2,Ursa O'Deegan
Male,19,Some Travel,Sales,Very Close,Illinois,White,Bachelor's,Marketing,Sales Executive,Single,38726,1,Yes,12/28/2021,No,1,0,0,1,Christoffer Peaple
Female,21,No Travel ,Sales,Very Far,California,White,Below High School,Marketing,Sales Executive,Married,54355,1,Yes,12/31/2021,No,1,0,1,1,Aurora Whate
Male,19,Some Travel,Technology,Close,California,White,Some College,Computer Science,Software Engineer,Single,41539,0,No,1/4/2022,No,0,0,0,0,Urbano Akett
Male,20,Some Travel,Human Resources,Close,California,White,Bachelor's,Human Resources,Recruiter,Divorced,26186,0,Yes,3/6/2020,Yes,2,0,0,0,Dame Andrzejewski
Male,24,Frequent Traveller,Human Resources,Far,California,White,Master's,Human Resources,HR Executive,Single,93008,0,Yes,1/4/2022,No,0,0,0,0,Flinn Redferne
Female,24,Some Travel,Technology,Far,New York,White,Below High School,Information Systems,Data Scientist,Divorced,26973,3,No,1/10/2022,No,0,0,0,0,Bell Paolacci
Female,35,Some Travel,Sales,Very Far,California,White,High School,Marketing,Manager,Married,487746,1,No,1/12/2022,No,0,0,0,0,Lynnet Foord
Female,18,Frequent Traveller,Technology,Very Far,New York,White,Bachelor's,Information Systems,Software Engineer,Single,54085,1,Yes,1/13/2022,No,0,0,0,0,Zonda Lefeuvre
Male,21,Some Travel,Technology,Far,Illinois,White,Bachelor's,Computer Science,Data Scientist,Single,25255,0,No,8/1/2022,Yes,0,0,0,0,Esdras Hallitt
Female,18,Some Travel,Technology,Very Far,California,White,Bachelor's,Information Systems,Software Engineer,Single,24906,0,No,1/25/2022,No,0,0,0,0,Hildagarde Marks
Male,24,Some Travel,Technology,Close,New York,White,Some College,Information Systems,Machine Learning Engineer,Single,108352,0,Yes,1/26/2022,No,0,0,0,0,Hymie Jedryka
Female,19,Some Travel,Technology,Close,California,White,Some College,Computer Science,Software Engineer,Single,36554,0,No,1/31/2022,No,0,0,0,0,Cherri Lugg
Female,18,Some Travel,Sales,Very Far,California,White,Bachelor's,Economics,Sales Executive,Single,41708,0,No,2/6/2022,No,0,0,0,0,Aurelie Littlejohn
Male,18,Frequent Traveller,Sales,Very Far,California,White,Bachelor's,Marketing,Sales Executive,Single,72639,2,No,2/7/2022,No,0,0,0,0,Lew Muzzall
Male,18,Some Travel,Sales,Far,California,White,Bachelor's,Marketing,Sales Executive,Single,52198,0,No,2/11/2022,No,0,0,0,0,Antonino Gillcrist
Male,31,Some Travel,Sales,Very Far,New York,White,Some College,Marketing,Sales Executive,Single,139882,0,No,2/11/2022,No,0,0,0,0,Ezekiel Phipps
Prefer Not To Say,21,Some Travel,Technology,Very Far,New York,White,Some College,Computer Science,Software Engineer,Single,33306,0,No,2/14/2022,No,0,0,0,0,Ezmeralda Harbach
Female,36,Frequent Traveller,Technology,Far,California,White,Some College,Information Systems,Software Engineer,Single,144071,1,No,2/15/2022,No,0,0,0,0,Ferne Humbell
Male,21,Some Travel,Technology,Very Far,California,White,Some College,Computer Science,Software Engineer,Single,38906,0,No,2/15/2022,No,0,0,0,0,Orton Vanichkin
Male,23,Some Travel,Technology,Far,New York,White,Some College,Information Systems,Machine Learning Engineer,Single,83064,3,No,2/15/2022,No,0,0,0,0,Bart Jebb
Female,35,Some Travel,Sales,Far,California,White,Bachelor's,Marketing,Sales Executive,Single,225565,1,No,2/16/2022,No,0,0,0,0,Belvia Dockrell
Male,19,Some Travel,Technology,Close,New York,White,Bachelor's,Business Studies,Software Engineer,Single,29266,1,No,2/16/2022,No,0,0,0,0,Say Slyme
Male,21,No Travel ,Technology,Far,California,White,Below High School,Business Studies,Machine Learning Engineer,Married,55170,1,No,2/18/2022,No,0,0,0,0,Conway Huntall
Non-Binary,20,Frequent Traveller,Technology,Far,California,White,Some College,Information Systems,Software Engineer,Married,38717,1,No,2/19/2022,No,0,0,0,0,Chick Ballach
Female,21,Some Travel,Technology,Close,California,White,Master's,Business Studies,Software Engineer,Married,25149,0,No,11/3/2020,Yes,1,1,1,1,Domeniga Killock
Female,39,Some Travel,Human Resources,Far,New York,White,Some College,Human Resources,HR Business Partner,Single,443218,1,No,2/21/2022,No,0,0,0,0,Gisella McRannell
Male,21,Some Travel,Technology,Far,New York,White,High School,Information Systems,Machine Learning Engineer,Married,71821,0,No,2/21/2022,No,0,0,0,0,Lovell Clee
Male,26,Some Travel,Technology,Very Far,California,White,Some College,Information Systems,Analytics Manager,Single,192073,1,No,2/21/2022,No,0,0,0,0,Whitney Latore
Male,21,Some Travel,Technology,Far,California,White,High School,Information Systems,Data Scientist,Married,34024,2,No,2/24/2022,No,0,0,0,0,Daryl Whittlesea
Male,21,No Travel ,Technology,Far,California,White,Some College,Information Systems,Data Scientist,Single,21454,0,No,2/27/2022,No,0,0,0,0,Land Brigge
Male,18,Some Travel,Technology,Far,California,White,Some College,Computer Science,Software Engineer,Married,42946,0,No,3/2/2022,No,0,0,0,0,Kaine Izak
Female,24,Some Travel,Sales,Far,California,White,Some College,Economics,Sales Representative,Single,25102,0,No,6/5/2019,Yes,1,0,0,0,Minette Florey
Male,18,No Travel ,Technology,Very Close,California,White,Some College,Information Systems,Software Engineer,Single,32191,1,No,3/7/2022,No,0,0,0,0,Matteo Bonallack
Male,20,Some Travel,Technology,Far,California,White,Below High School,Computer Science,Data Scientist,Married,20526,1,No,3/8/2022,No,0,0,0,0,Lucius Plimmer
Male,49,Frequent Traveller,Technology,Very Far,California,White,Some College,Computer Science,Analytics Manager,Divorced,368010,1,No,3/13/2022,No,0,0,0,0,Amory Gaskall
Female,19,Some Travel,Sales,Close,California,White,Some College,Marketing,Sales Representative,Single,21506,2,No,3/14/2022,No,0,0,0,0,Adorne Beatens
Male,21,No Travel ,Sales,Far,California,White,Some College,Marketing ,Sales Executive,Divorced,62828,1,Yes,3/14/2022,No,0,0,0,0,Ephraim Biaggetti
Female,19,Frequent Traveller,Sales,Very Far,California,White,Bachelor's,Marketing ,Sales Representative,Single,24959,1,No,10/25/2022,Yes,0,0,0,0,Leesa Wittke
Male,18,Some Travel,Technology,Very Far,California,White,Master's,Other,Data Scientist,Single,36353,0,No,3/20/2022,No,0,0,0,0,Gareth Oleksiak
Female,18,No Travel ,Sales,Very Far,Illinois,White,Some College,Marketing,Sales Executive,Single,49100,0,No,3/21/2022,No,0,0,0,0,Gussi Rodrig
Non-Binary,18,Some Travel,Sales,Very Close,New York,White,Bachelor's,Marketing ,Sales Executive,Single,74515,3,Yes,3/23/2022,No,0,0,0,0,Herculie Wasielewicz
Male,18,Some Travel,Sales,Very Far,California,White,Bachelor's,Marketing ,Sales Representative,Single,32480,0,No,3/25/2022,No,0,0,0,0,Tades Haggith
Male,25,Some Travel,Sales,Far,New York,White,Below High School,Marketing,Sales Executive,Married,118961,1,No,4/7/2022,No,0,0,0,0,Benedick Lovekin
Male,21,Some Travel,Technology,Very Far,California,White,High School,Computer Science,Software Engineer,Single,36431,0,No,4/10/2022,No,0,0,0,0,Arvin Brody
Male,39,Frequent Traveller,Technology,Far,New York,White,Some College,Other,Engineering Manager,Divorced,273739,3,Yes,4/12/2022,No,0,0,0,0,Richmound Chisnall
Female,27,Frequent Traveller,Sales,Very Far,California,Mixed or multiple ethnic groups,Some College,Marketing,Sales Representative,Single,24583,0,Yes,8/16/2014,Yes,7,0,1,6,Debbie Martinho
Female,21,Frequent Traveller,Sales,Close,California,White,Some College,Marketing,Sales Representative,Divorced,35770,1,No,4/14/2022,No,0,0,0,0,Marabel Horney
Male,21,Some Travel,Technology,Very Far,New York,White,Some College,Computer Science,Software Engineer,Divorced,34257,3,No,4/16/2022,No,0,0,0,0,Marlo McKim
Female,22,Some Travel,Technology,Very Close,California,Mixed or multiple ethnic groups,Below High School,Information Systems,Software Engineer,Single,24422,0,No,2/11/2019,Yes,1,0,0,1,Audrey Campbell
Female,24,Some Travel,Sales,Close,California,White,Some College,Technical Degree,Sales Executive,Single,58923,0,No,4/19/2022,No,0,0,0,0,Diannne Real
Non-Binary,19,Frequent Traveller,Technology,Far,California,White,Bachelor's,Business Studies,Software Engineer,Single,77905,0,No,4/19/2022,No,0,0,0,0,Nora Gittoes
Female,24,Some Travel,Sales,Close,California,Black or African American,Some College,Economics,Sales Representative,Single,24095,0,No,4/28/2018,Yes,2,2,2,1,Mireielle Gabbitis
Male,27,Some Travel,Human Resources,Very Close,California,White,Some College,Marketing ,HR Business Partner,Single,219195,1,Yes,4/20/2022,No,0,0,0,0,Aurthur Attoe
Male,20,Some Travel,Technology,Very Far,New York,White,Some College,Other,Software Engineer,Married,20418,0,No,4/24/2022,No,0,0,0,0,Theodore Parrington
Male,20,Some Travel,Technology,Far,California,White,Bachelor's,Computer Science,Data Scientist,Married,28544,1,Yes,4/27/2022,No,0,0,0,0,Tammy Flaws
Female,20,Frequent Traveller,Technology,Very Far,California,White,Below High School,Computer Science,Machine Learning Engineer,Married,46714,1,No,4/28/2022,No,0,0,0,0,Nelia Abramowitz
Male,32,Some Travel,Sales,Far,New York,White,Bachelor's,Marketing,Sales Executive,Married,106476,2,No,5/1/2022,No,0,0,0,0,Elliott Franciskiewicz
Female,34,Frequent Traveller,Technology,Very Close,California,White,Below High School,Information Systems,Machine Learning Engineer,Single,178472,0,Yes,5/7/2022,No,0,0,0,0,Paulette Albertson
Prefer Not To Say,21,Some Travel,Technology,Far,California,White,Bachelor's,Computer Science,Data Scientist,Married,21202,1,No,5/11/2022,No,0,0,0,0,Allys Bourdice
Female,23,Some Travel,Sales,Far,California,White,Some College,Marketing,Sales Representative,Single,23794,0,No,3/25/2017,Yes,1,0,0,0,Orella Chappelle
Male,22,Some Travel,Sales,Very Far,New York,White,Below High School,Marketing ,Sales Executive,Single,51582,0,No,5/13/2022,No,0,0,0,0,Ives Cranston
Female,18,Frequent Traveller,Technology,Close,Illinois,White,Some College,Computer Science,Software Engineer,Single,26960,3,No,5/17/2022,No,0,0,0,0,Mariya Mattheus
Female,21,Frequent Traveller,Technology,Very Far,California,White,High School,Information Systems,Software Engineer,Married,23612,1,Yes,9/28/2022,Yes,0,0,0,0,Catrina Cufflin
Female,25,Frequent Traveller,Human Resources,Very Close,California,American Indian or Alaska Native,Some College,Human Resources,Recruiter,Married,23547,0,No,1/13/2015,Yes,3,0,2,1,Zenia Rattery
Male,19,Some Travel,Human Resources,Far,New York,White,Bachelor's,Economics,Recruiter,Single,20778,0,No,5/24/2022,No,0,0,0,0,Prent Salkeld
Male,33,Frequent Traveller,Technology,Far,New York,White,Bachelor's,Computer Science,Machine Learning Engineer,Divorced,283171,1,No,5/24/2022,No,0,0,0,0,Ash Slamaker
Male,19,Some Travel,Technology,Far,California,White,Some College,Computer Science,Data Scientist,Single,58408,1,Yes,5/31/2022,No,0,0,0,0,Kenyon Fawltey
Female,27,Some Travel,Technology,Very Far,California,White,Some College,Information Systems,Engineering Manager,Married,227477,0,No,6/7/2022,No,0,0,0,0,Evy Bichener
Male,21,Some Travel,Sales,Far,New York,White,Bachelor's,Marketing ,Sales Representative,Married,22696,1,Yes,6/8/2022,No,0,0,0,0,Hayden Yokelman
